loss,params,iteration,train_time
18.829875387409476,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 55, 'n_estimators': 400}",1,3105.438311585007
25.49227925301355,"{'max_depth': 4, 'min_samples_leaf': 6, 'min_samples_split': 45, 'n_estimators': 280}",2,1562.757132075014
