,X,Y
2607,3661496.056981669,2067324.8890277252
2608,3661504.6335350364,2067424.1538107207
2609,3661513.210226618,2067523.4186688755
2610,3661521.7870564116,2067622.6836021636
2611,3661530.3640244184,2067721.948610587
2612,3661538.924440811,2067821.2154394712
2613,3661547.5183750694,2067920.4788528278
2614,3661556.095757713,2068019.7440866278
2615,3661564.7204490476,2068119.67221168
2616,3661573.314798034,2068218.9358509288
2617,3661581.8675632244,2068318.2039284154
2618,3661590.464487761,2068417.5787692235
2619,3661599.059250788,2068516.8426338825
2620,3661607.6124318447,2068616.11093664
2621,3661616.2097711978,2068715.4860030534
2622,3661624.7799171777,2068814.7527108113
2623,3661633.358545184,2068914.0186210389
2624,3661641.966943853,2069013.5040922456
2625,3661650.5587943774,2069112.9913839654
2626,3661659.148482338,2069212.3676990934
2627,3661667.7193207843,2069311.6347824717
2628,3661676.3069836134,2069410.9001958133
2629,3661684.8697558786,2069510.1683017514
2630,3661693.468340328,2069609.5440448853
2631,3661702.031389756,2069708.8123008995
2632,3661710.6196053135,2069808.0780144013
2633,3661719.2186045735,2069907.4539829297
2634,3661727.782069494,2070006.7224639736
2635,3661736.423929508,2070106.5393034255
2636,3661744.9876721404,2070205.8079348174
2637,3661753.576579075,2070305.0740238118
2638,3661762.148940478,2070404.3419326723
2639,3661770.7297819573,2070503.6090440485
2640,3661779.3024201402,2070602.8771028062
2641,3661787.8918795367,2070702.1434916658
2642,3661796.4481118545,2070801.4134451179
2643,3661805.046188803,2070900.679111463
2644,3661813.6360624535,2070999.9457251697
2645,3661822.2459474183,2071099.7668084195
2646,3661830.8550864635,2071199.1428811173
2647,3661839.420353236,2071298.4123372172
2648,3661848.0024397597,2071397.6801234696
2649,3661856.584664488,2071496.9479846316
2650,3661865.177675495,2071596.326102121
2651,3661873.7518366063,2071695.5949854846
2652,3660875.3560525365,2058970.9797432236
2653,3660883.972683131,2059070.789143753
2654,3660892.536306902,2059170.0477659893
2655,3660901.1167796673,2059269.304717349
2656,3660909.6996644484,2059368.6727887932
2657,3660918.2386371847,2059467.934257846
2658,3660926.819523997,2059567.1914362896
2659,3660935.392193631,2059666.4495636343
2660,3660943.9672765564,2059765.8188113265
2661,3660952.5402223864,2059865.07709003
2662,3660961.1133061857,2059964.335444376
2663,3660969.7184195095,2060063.9243895416
2664,3660978.266716766,2060163.1855149583
2665,3660986.840215246,2060262.4440963962
2666,3660995.435113557,2060361.9230974219
2667,3661004.0005343147,2060461.1827034082
2668,3661012.5850783004,2060560.5516839777
2669,3661021.1591291847,2060659.8105680747
2670,3661029.7082573334,2060759.072147159
2671,3661038.2825845163,2060858.331182394
2672,3661046.899576688,2060958.030983188
2673,3661055.4931654483,2061057.3994693686
2674,3661064.0595540144,2061156.659604835
2675,3661072.647345126,2061256.1401613539
2676,3661081.214010385,2061355.4004480615
2677,3661089.780813853,2061454.6608102934
2678,3661098.3477555295,2061553.921248049
2679,3661106.914835415,2061653.1817613158
2680,3661321.386646453,2064136.696160883
2681,3661329.957321308,2064235.9586369318
2682,3661338.5364835532,2064335.2203154927
2683,3661347.1454059533,2064434.7015475463
2684,3661355.691448495,2064533.966868251
2685,3661364.2710252586,2064633.228773022
2686,3661372.859088681,2064732.4898803334
2687,3661381.462504003,2064832.083336005
2688,3661390.0174496835,2064931.3480853683
2689,3661398.6165647823,2065030.7195948993
2690,3661407.188483917,2065129.98274939
2691,3661415.760541253,2065229.2459791773
2692,3661424.343374591,2065328.6194604838
2693,3661432.9157084655,2065427.8828409165
2694,3661441.488180541,2065527.1462966248
2695,3661450.0607908173,2065626.4098276028
2696,3661458.644177644,2065725.7836104156
2697,3661467.259618412,2065825.487998642
2698,3661475.840991215,2065924.7508831162
2699,3661484.405807737,2066024.0155882183
2700,3661492.9791096994,2066123.2794958716
2701,3661501.5608967356,2066222.5426060834
2702,3661510.1261282205,2066321.8075368511
2703,3661518.6998447794,2066421.071670171
2704,3661527.2820460475,2066520.3350060666
2705,3661535.864385271,2066619.5984171873
2706,3661544.4856619993,2066719.5255859427
2707,3661553.06827832,2066818.7891479703
2708,3661561.651032596,2066918.052785203
2709,3661570.2195272595,2067017.429293112
2710,3661578.802557946,2067116.6930807948
2711,3661587.385726586,2067215.9569436666
2712,3661595.954637121,2067315.3336773696
2713,3661604.5380821708,2067414.5976906568
2714,3661613.1429468226,2067514.0821353141
2715,3661621.7016325416,2067613.3489167488
2716,3661630.306774289,2067712.833512208
2717,3661638.901413301,2067812.2080047985
2718,3661647.4605147503,2067911.4750118293
2719,3661656.044788933,2068010.7394764072
2720,3661664.639842717,2068110.1141947224
2721,3661673.19935962,2068209.3814271356
2722,3661681.7840481605,2068308.646117142
2723,3661690.3688746532,2068407.9108822714
2724,3661698.939449069,2068507.288518863
2725,3661707.5245519667,2068606.5534342565
2726,3661716.163005182,2068706.3693203323
2727,3661724.7233535377,2068805.6370036658
2728,3661733.308871338,2068904.9021447233
2729,3661741.8945270884,2069004.1673608504
2730,3661750.4552907553,2069103.435269313
2731,3661759.041222771,2069202.7006355522
2732,3661767.6272927364,2069301.966076847
2733,3661776.1884717126,2069401.2342103794
2734,3661784.774817942,2069500.4998017515
2735,3661793.344616648,2069599.7672129134
2736,3661801.9761156426,2069699.5847265266
2737,3661810.5735207545,2069798.960723441
2738,3661819.1437352262,2069898.228360112
2739,3661827.722430382,2069997.4951994272
2740,3661836.3119081273,2070096.8722940383
2741,3661844.890879803,2070196.139283407
2742,3661853.4699896695,2070295.4063477635
2743,3661862.0408959654,2070394.674359399
2744,3661870.6392689226,2070494.050882024
2745,3661879.2187934993,2070593.3181713696
2746,3661887.832695757,2070693.0271311777
2747,3661896.4208386596,2070792.2936984843
2748,3661904.98409605,2070891.562957538
2749,3661913.5831608437,2070990.9398557863
2750,3661922.1717180875,2071090.2066480028
2751,3661930.7353909137,2071189.4761318837
2752,3661939.3348704604,2071288.8532552687
2753,3661947.8988204114,2071388.122889024
2754,3661956.4879303044,2071487.3899810042
2755,3661965.0771781425,2071586.6571479011
2756,3661973.7054229677,2071686.5880962233
2757,3661982.2949478836,2071785.855413415
2758,3661990.8595909397,2071885.1254220495
2759,3661999.4493921096,2071984.3928890058
2760,3662008.022651841,2072083.6621751727
2761,3662016.6043895734,2072182.9306640397
2762,3662025.1946049402,2072282.1983556123
2763,3660975.3099019844,2058961.8693755066
2764,3660983.871936629,2059061.1280244552
2765,3660992.453092671,2059160.4960470297
2766,3661001.0321145365,2059259.7531011296
2767,3661009.5945635443,2059359.011977178
2768,3661018.157150748,2059458.2709288774
2769,3661026.7388594113,2059557.6392545516
2770,3661035.3525913795,2059657.3381706125
2771,3661043.923948413,2059756.596476582
2772,3661052.516700667,2059856.0752015791
2773,3661061.063270216,2059955.3362782141
2774,3661069.6350417454,2060054.5948112393
2775,3661078.2069512266,2060153.8534198923
2776,3661086.7706444697,2060253.1129772107
2777,3661095.3428299758,2060352.3717370834
2778,3661103.915153433,2060451.6305725672
2779,3661112.487614842,2060550.8894836542
2780,3661121.1027331315,2060650.5891598193
2781,3661129.677747279,2060749.959267893
2782,3661138.258976807,2060849.2175331586
2783,3661146.8236373663,2060948.477620005
2784,3661155.3717296845,2061047.7395283529
2785,3661163.9640034824,2061147.1081931323
2786,3661172.5290787574,2061246.3685066958
2787,3661181.094292225,2061345.6288957968
2788,3661189.676349346,2061444.8876145359
2789,3661198.284362831,2061544.5888472623
2790,3661206.858343668,2061643.848590355
2791,3661215.432462454,2061743.1084089798
2792,3661292.621707646,2062637.2275027304
2793,3661395.569502785,2063829.1349602232
2794,3661404.1405946594,2063928.508360626
2795,3661412.7178899692,2064027.7699158376
2796,3661421.286973778,2064127.0324191446
2797,3661429.8645450966,2064226.2941250978
2798,3661438.452889174,2064325.6660819466
2799,3661447.0732763265,2064425.3686411355
2800,3661455.626215287,2064524.6331916475
2801,3661464.2043394293,2064623.8951994374
2802,3661472.782601515,2064723.1572825722
2803,3661481.352652949,2064822.4203136994
2804,3661489.9311910397,2064921.682547491
2805,3661498.4931703727,2065020.9466018835
2806,3661507.0636363626,2065120.209858934
2807,3661515.6638607467,2065219.6926712235
2808,3661524.242951244,2065318.9552064259
2809,3661532.8730728496,2065418.6576501345
2810,3661541.429685155,2065518.0340031974
2811,3661550.009190526,2065617.2967646779
2812,3661558.597181336,2065716.5587288656
2813,3661567.1686150897,2065815.8225134804
2814,3661575.7508240407,2065915.1965502293
2815,3661584.3225342985,2066014.4604854272
2816,3661592.9156573154,2066113.944849961
2817,3661601.487644214,2066213.2089358058
2818,3661610.0681160637,2066312.4722243526
2819,3661618.66394566,2066412.0678650795
2820,3661627.236347518,2066511.332176844
2821,3661635.81723396,2066610.5956913105
2822,3661644.4088964537,2066709.9694585602
2823,3661652.965020433,2066809.2357410076
2824,3661661.5379751553,2066908.500353655
2825,3661670.1277598906,2067007.7632965562
2826,3661678.7199751874,2067107.1373650231
2827,3661687.3016898977,2067206.4013308703
2828,3661695.858505893,2067305.667989225
2829,3661704.493692211,2067405.4829961536
2830,3661713.0758217843,2067504.7471879346
2831,3661721.633053738,2067604.0140721253
2832,3661730.2154595484,2067703.2784141973
2833,3661738.7980032964,2067802.5428314295
2834,3661747.372340159,2067901.8081961956
2835,3661755.938470503,2068001.074508463
2836,3661764.521428423,2068100.3391510937
2837,3661773.0961798234,2068199.6047412104
2838,3661781.7432555957,2068299.530607547
2839,3661790.309939844,2068398.797220733
2840,3661798.8851066036,2068498.063036659
2841,3661807.4687555097,2068597.3280553406
2842,3661816.063183209,2068696.7033283652
2843,3661824.6220769472,2068795.971114262
2844,3661833.206140158,2068895.2363582766
2845,3661841.7903413023,2068994.5016773676
2846,3661850.360291712,2069093.8798679851
2847,3661858.944769226,2069193.145337281
2848,3661867.571951409,2069292.851600665
2849,3661876.156705338,2069392.1172204113
2850,3661884.727210543,2069491.4957118935
2851,3661893.31224084,2069590.7614817936
2852,3661901.8974090694,2069690.0273267254
2853,3661910.457687711,2069789.2958633727
2854,3661919.053774678,2069888.6720385992
2855,3661927.6393572064,2069987.9381086668
2856,3661936.200051241,2070087.2068703482
2857,3661944.785909998,2070186.4730904123
2858,3661953.4357650313,2070286.4004690822
2859,3661961.9968751455,2070385.6694561685
2860,3661970.583148883,2070484.9359016856
2861,3661979.1695605516,2070584.2024221856
2862,3661987.731085919,2070683.471634117
2863,3661996.3177738134,2070782.7383045359
2864,3662004.9045996377,2070882.005049915
2865,3662013.4665402547,2070981.274486625
2866,3662022.0536423046,2071080.5413818946
2867,3662030.6408822825,2071179.8083520965
2868,3662039.256460308,2071279.6289207856
2869,3662047.8439771957,2071378.8960412557
2870,3662056.442276719,2071478.2734182712
2871,3662065.0050486573,2071577.5433048967
2872,3662073.592979834,2071676.8106501878
2873,3662082.181048939,2071776.0780703942
2874,3662090.7548813783,2071875.4583635891
2875,3662099.3432268417,2071974.72593365
2876,3662107.931710232,2072073.9935785923
2877,3662116.495312797,2072173.2639144864
2878,3662125.1160098235,2072272.8622560387
2879,3662133.7049077735,2072372.130125849
2880,3661075.2213962493,2058952.3199078364
2881,3661083.781980117,2059051.5786592276
2882,3661092.351057708,2059150.8366132807
2883,3661100.920273237,2059250.0946430254
2884,3661109.5427583875,2059349.9036054257
2885,3661118.112250476,2059449.1617869423
2886,3661126.6735254456,2059548.4209170921
2887,3661135.2516484633,2059647.678376957
2888,3661143.823826436,2059747.0478301488
2889,3661152.385515838,2059846.3071873153
2890,3661160.964052558,2059945.564874219
2891,3661169.536645373,2060044.934554634
2892,3661178.1071035317,2060144.193265832
2893,3661186.7095823456,2060243.7825691462
2894,3661195.280316786,2060343.0414318342
2895,3661203.851189162,2060442.3003701337
2896,3661212.413845633,2060541.5602569294
2897,3661221.006250244,2060641.0396914294
2898,3661229.5775368195,2060740.2988566828
2899,3661238.148961329,2060839.558097523
2900,3661246.7311523063,2060938.9275867036
2901,3661255.294499589,2061038.1878516318
2902,3661263.8579850486,2061137.4481921035
2903,3661272.480830445,2061237.1475545275
2904,3661281.063574513,2061336.5173467214
2905,3661289.627474823,2061435.7779142598
2906,3661298.221124648,2061535.2580310623
2907,3661306.7936539645,2061634.517877038
2908,3661315.3663212126,2061733.7777985325
2909,3661323.9391263924,2061833.0377955528
2910,3661366.8143364927,2062329.7831000597
2911,3661375.3963218248,2062429.0426776786
2912,3661383.972372762,2062528.4142503554
2913,3661392.537931279,2062627.6757244477
2914,3661401.111979132,2062726.9364012913
2915,3661409.686164916,2062826.1971536025
2916,3661418.2711199094,2062925.568155826
2917,3661426.8455816894,2063024.8290591256
2918,3661435.462707619,2063124.5307364033
2919,3661469.729087185,2063521.5788976012
2920,3661478.3043775735,2063620.8402537801
2921,3661486.879805891,2063720.1016853636
2922,3661495.476637168,2063819.583542808
2923,3661504.043991913,2063918.8459979687
2924,3661512.638816782,2064018.2169587095
2925,3661521.2489794753,2064117.9202666339
2926,3661529.816749175,2064217.1829483255
2927,3661538.401355477,2064316.4439602462
2928,3661546.952703085,2064415.7085377714
2929,3661555.5315207723,2064515.0816213298
2930,3661564.1165409917,2064614.3428594104
2931,3661572.7062689387,2064713.826269892
2932,3661581.283216433,2064813.0885313642
2933,3661589.860301853,2064912.3508681722
2934,3661598.437525199,2065011.6132803063
2935,3661607.046789375,2065111.2062967634
2936,3661615.5992446197,2065210.4714772503
2937,3661624.1875170944,2065309.8442920619
2938,3661632.7652930543,2065409.1070057633
2939,3661641.3348591826,2065508.3706672206
2940,3661649.9129111134,2065607.6335315031
2941,3661658.5017360933,2065707.0066479058
2942,3661667.080064009,2065806.2696628326
2943,3661675.6334880404,2065905.5353703166
2944,3661684.2652698574,2066005.3494212353
2945,3661692.8440125943,2066104.612662357
2946,3661701.4228932546,2066203.8759787367
2947,3661709.9935650565,2066303.1402427608
2948,3661718.5643750234,2066402.4045820043
2949,3661727.1520162346,2066501.6672517192
2950,3661735.7064094553,2066600.9334861496
2951,3661744.2776339194,2066700.1980510342
2952,3661752.865688897,2066799.4609464195
2953,3661761.4455355005,2066898.7247893726
2954,3661770.0809955597,2066998.6506475154
2955,3661778.6611189507,2067097.9146413703
2956,3661787.2246888895,2067197.1804550556
2957,3661795.8073801245,2067296.5556497797
2958,3661804.3879177812,2067395.8198692605
2959,3661812.9685933576,2067495.0841639123
2960,3661821.549406854,2067594.3485337256
2961,3661830.115960909,2067693.7257740712
2962,3661838.697050749,2067792.99029427
2963,3661847.2995548006,2067892.4752470208
2964,3661855.902197323,2067991.9602752642
2965,3661864.4859952996,2068091.3360723422
2966,3661873.050948686,2068190.602637979
2967,3661881.6327291727,2068289.8675342617
2968,3661890.2063033525,2068389.133377881
2969,3661898.798998769,2068488.5086035978
2970,3661907.3895372525,2068587.7728531002
2971,3661915.9384941068,2068687.0415386627
2972,3661924.520964809,2068786.306810532
2973,3661933.1225565663,2068885.681464868
2974,3661941.750157912,2068985.4986573386
2975,3661950.3246998163,2069084.7650271172
2976,3661958.899379882,2069184.0314719523
2977,3661967.474198107,2069283.2979918309
2978,3661976.049154492,2069382.5645867493
2979,3661984.632591923,2069481.8303845744
2980,3661993.1994817415,2069581.098001679
2981,3662001.774852606,2069680.3648216862
2982,3662010.358704151,2069779.6308446105
2983,3662018.9426936116,2069878.8969425624
2984,3662027.5549993096,2069978.716634176
2985,3662036.1499068206,2070078.0930631305
2986,3662044.734311215,2070177.3593866075
2987,3662053.318853525,2070276.625785091
2988,3662061.878508377,2070375.8948746964
2989,3662070.4739685985,2070475.2716040441
2990,3662079.0589251537,2070574.5382275556
2991,3662087.6440196233,2070673.8049260466
2992,3662096.2042280952,2070773.0743155377
2993,3662104.821525559,2070872.6717076646
2994,3662113.407034546,2070971.9386312831
2995,3662122.0056255916,2071071.4268646564
2996,3662130.574729168,2071170.6956822805
2997,3662139.1712953504,2071270.0730124621
2998,3662147.7490161927,2071369.3411080362
2999,3662156.3352156426,2071468.608406581
3000,3662164.9048723457,2071567.8775239273
3001,3662173.493651021,2071667.256026135
3002,3662182.0802647094,2071766.5235494885
3003,3662190.692910944,2071866.23361992
3004,3662199.2927489625,2071965.7225296441
3005,3662207.879777573,2072064.9902781697
3006,3662216.4669440947,2072164.25810158
3007,3662225.0292300973,2072263.5286155096
3008,3662233.6166728055,2072362.7965886525
3009,3662242.204253424,2072462.0646366565
3010,3661175.1140713524,2058942.662725074
3011,3661183.7217887305,2059042.2503468534
3012,3661192.3061268083,2059141.5066578947
3013,3661200.89514063,2059240.9851332852
3014,3661209.454688155,2059340.2442145043
3015,3661218.033353898,2059439.612670131
3016,3661226.6015328364,2059538.871029907
3017,3661235.1698496942,2059638.129465345
3018,3661243.7383044716,2059737.3879764355
3019,3661252.309167877,2059836.7576079504
3020,3661260.912046372,2059936.4578313841
3021,3661269.4892702983,2060035.7156970138
3022,3661278.079529212,2060135.1948555068
3023,3661286.648674668,2060234.4537453733
3024,3661295.2096039457,2060333.7135836377
3025,3661303.7790253605,2060432.9726247273
3026,3661312.3485846934,2060532.231741422
3027,3661320.9182819445,2060631.4909337217
3028,3661329.479763503,2060730.7510743553
3029,3661338.049736711,2060830.0104178267
3030,3661346.679062265,2060929.7087830086
3031,3661355.2493116143,2061028.9682780004
3032,3661363.8303260775,2061128.338021619
3033,3661372.400851398,2061227.5976678303
3034,3661380.971514635,2061326.8573895975
3035,3661389.544590638,2061426.2282329146
3036,3661398.115529966,2061525.4881058538
3037,3661406.6866072104,2061624.748054334
3038,3661415.2578223706,2061724.008078348
3039,3661423.871688081,2061823.7088725236
3040,3661458.150129946,2062220.7508998099
3041,3661466.7138216035,2062320.0122498316
3042,3661475.3072609254,2062419.4931510706
3043,3661483.879580471,2062518.7537796195
3044,3661492.462667188,2062618.124657989
3045,3661501.0352626997,2062717.3854375803
3046,3661509.6421631947,2062817.0878632287
3047,3661518.215035203,2062916.348794074
3048,3661526.7880451246,2063015.60980037
3049,3661535.3801735938,2063114.9801843467
3050,3661543.945108788,2063214.242214154
3051,3661561.10500468,2063412.9859775468
3052,3661569.6787046976,2063512.2473612626
3053,3661578.252542628,2063611.5088204031
3054,3661586.8584107715,2063711.1008807765
3055,3661595.4241750976,2063810.3633634588
3056,3661604.009058337,2063909.7352244966
3057,3661612.566749393,2064008.9987304916
3058,3661621.1329283193,2064108.2614393807
3059,3661629.707594753,2064207.523351199
3060,3661638.293030687,2064306.8955141706
3061,3661646.8679730785,2064406.1575768124
3062,3661655.4430533806,2064505.419714817
3063,3661664.0205547293,2064604.792976627
3064,3661672.646788413,2064704.495097502
3065,3661681.2139345077,2064803.7583343652
3066,3661689.781218755,2064903.0216465492
3067,3661698.356989534,2065002.28416168
3068,3661706.932898222,2065101.5467521313
3069,3661715.5089448188,2065200.8094179009
3070,3661724.085129323,2065300.072158979
3071,3661732.6614517365,2065399.3349753697
3072,3661741.2295642872,2065498.598739387
3073,3661749.8274293886,2065598.082060133
3074,3661758.446699973,2065697.7858104587
3075,3661766.998532748,2065797.0515454242
3076,3661775.586179797,2065896.424915864
3077,3661784.1633311035,2065995.6881845251
3078,3661792.740620317,2066094.9515284474
3079,3661801.318047436,2066194.2149476202
3080,3661809.9062467995,2066293.588619532
3081,3661818.475603194,2066392.853061546
3082,3661827.066366961,2066492.3379340814
3083,3661835.652692793,2066591.600782232
3084,3661844.2627146337,2066691.1951113068
3085,3661852.832623947,2066790.4598546214
3086,3661861.394325342,2066889.7255453388
3087,3661869.9728570185,2066988.9895668263
3088,3661878.5538162114,2067088.3647138663
3089,3661887.1326239565,2067187.6288858363
3090,3661895.7115696063,2067286.89313299
3091,3661904.301289007,2067386.2676337445
3092,3661912.8721652655,2067485.5329035
3093,3661921.5047054943,2067585.34826918
3094,3661930.084203704,2067684.6128175256
3095,3661938.638804906,2067783.8800574383
3096,3661947.2185792876,2067883.1447560734
3097,3661955.798491573,2067982.4095298601
3098,3661964.386886366,2068081.6735066772
3099,3661972.958729851,2068180.9393028417
3100,3661981.5307114823,2068280.20517412
3101,3661990.1111755,2068379.470248428
3102,3661998.691777419,2068478.735397843
3103,3662007.3006727216,2068578.5541357133
3104,3662015.8838452525,2068677.9304873121
3105,3662024.47320594,2068777.1949904694
3106,3662033.0543606537,2068876.4604407751
3107,3662041.635653268,2068975.7259661604
3108,3662050.2193785766,2069075.1026185043
3109,3662058.8009472517,2069174.3682941226
3110,3662067.365967538,2069273.6357888156
3111,3662075.950107828,2069373.0126666487
3112,3662084.532090706,2069472.2785675053
3113,3662093.135489219,2069571.7649039642
3114,3662101.7390261805,2069671.251315806
3115,3662110.313080771,2069770.5183140922
3116,3662118.8895703694,2069869.8964398743
3117,3662127.472243796,2069969.162716315
3118,3662136.046712951,2070068.4299397052
3119,3662144.629662297,2070167.6963661697
3120,3662153.231731297,2070267.0721765838
3121,3662161.8066146495,2070366.3396250517
3122,3662170.3649527766,2070465.608892302
3123,3662179.0206372226,2070565.5358336368
3124,3662187.595935823,2070664.8035075262
3125,3662196.1713725636,2070764.0712563668
3126,3662204.7552886414,2070863.3382082952
3127,3662213.3226604676,2070962.6069789059
3128,3662221.8985116305,2071061.8749525906
3129,3662230.4828417636,2071161.1421293572
3130,3662239.067309793,2071260.4093810755
3131,3662247.6519157193,2071359.6767077283
3132,3662256.2116381447,2071458.9467247713
3133,3662264.8497282956,2071558.765111079
3134,3662273.43474896,2071658.032662911
3135,3662282.01990752,2071757.3002896537
3136,3662290.6158460006,2071856.6781735206
3137,3662299.1762609193,2071955.9485654857
3138,3662307.7618336664,2072055.2164169874
3139,3662316.3475443083,2072154.484343382
3140,3662324.9356959285,2072253.8633989694
3141,3662333.5050038784,2072353.1332186745
3142,3662342.0911287065,2072452.401369763
3143,3662350.7009812607,2072552.0010158601
3144,3661275.087357474,2058933.6664073877
3145,3661283.661751721,2059032.9236184612
3146,3661292.236283629,2059132.1809052422
3147,3661300.8025977495,2059231.4391404656
3148,3661309.369049774,2059330.6974513698
3149,3661317.927284497,2059429.956710672
3150,3661326.494012451,2059529.215172916
3151,3661335.113995953,2059629.0245704178
3152,3661343.7060649237,2059728.2805663361
3153,3661352.2648521895,2059827.54012869
3154,3661360.8237776025,2059926.799766681
3155,3661369.4018197153,2060026.168779883
3156,3661377.9693757915,2060125.4276965545
3157,3661386.5370697686,2060224.686688846
3158,3661395.1049016486,2060323.94575676
3159,3661403.683496057,2060423.3150728883
3160,3661412.3001859053,2060522.9030649182
3161,3661420.8684317963,2060622.1623600197
3162,3661429.4368155897,2060721.421730728
3163,3661437.9969837805,2060820.6820496188
3164,3661446.557290116,2060919.9424440793
3165,3661455.155692015,2061019.4215151554
3166,3661463.7246278077,2061118.6811883505
3167,3661472.295974208,2061218.0519829537
3168,3661480.8651860603,2061317.3118073496
3169,3661489.4345358126,2061416.571707303
3170,3661498.063233312,2061516.2706318651
3171,3661506.651837973,2061615.6399843544
3172,3661515.213249337,2061714.900983905
3173,3661523.7747988435,2061814.162058974
3174,3661540.9362700153,2062012.9030385516
3175,3661549.5065859007,2062112.163467815
3176,3661558.077039685,2062211.4239725906
3177,3661566.6392796896,2062310.6854253367
3178,3661575.2418915057,2062410.276603998
3179,3661583.8233870254,2062509.6475098801
3180,3661592.394393072,2062608.9083169494
3181,3661600.982239399,2062708.1674546155
3182,3661609.555797847,2062807.5394597128
3183,3661618.1355685494,2062906.7996208589
3184,3661626.698775251,2063006.0616023
3185,3661635.2704707985,2063105.3227867775
3186,3661643.852932711,2063204.6942216777
3187,3661652.4249041886,2063303.955557121
3188,3661661.0395285347,2063403.6576685945
3189,3661669.6034261337,2063502.920027602
3190,3661678.1758119687,2063602.1815896567
3191,3661686.748335699,2063701.4432271218
3192,3661695.320997325,2063800.7049399922
3193,3661703.893796845,2063899.966728264
3194,3661712.45838465,2063999.229464261
3195,3661721.0231105927,2064098.4922756264
3196,3661729.6259330893,2064197.9737693986
3197,3661738.1992845843,2064297.2358593834
3198,3661746.806945313,2064396.9396010255
3199,3661755.3912035185,2064496.3120181577
3200,3661763.964969502,2064595.574334649
3201,3661772.538873378,2064694.836726487
3202,3661781.1235458134,2064794.2093700175
3203,3661789.689377098,2064893.4727848722
3204,3661798.2636949127,2064992.735402815
3205,3661806.867761044,2065092.2175770367
3206,3661815.4340066463,2065191.4812180286
3207,3661824.032284439,2065291.075464612
3208,3661832.6071546297,2065390.3383842362
3209,3661841.1821627123,2065489.601379168
3210,3661849.7679404495,2065588.9746264135
3211,3661858.343224452,2065688.2377720184
3212,3661866.9102989263,2065787.5018650764
3213,3661875.485858833,2065886.765161238
3214,3661884.072188942,2065986.1387100285
3215,3661892.6480247676,2066085.402156815
3216,3661901.2239984823,2066184.6656788553
3217,3661909.8449268965,2066284.4810363457
3218,3661918.429523888,2066383.743837188
3219,3661926.9975653915,2066483.0084575093
3220,3661935.565745028,2066582.273153054
3221,3661944.1507554455,2066681.5361796208
3222,3661952.7192111034,2066780.801025593
3223,3661961.2961509745,2066880.0650746943
3224,3661969.873228735,2066979.3291990075
3225,3661978.4504443835,2067078.593398528
3226,3661987.0277979206,2067177.8576732434
3227,3661995.6607483285,2067277.7839659597
3228,3662004.238378586,2067377.0483915536
3229,3662012.8161467304,2067476.312892329
3230,3662021.4046872715,2067575.6876469941
3231,3662029.982731329,2067674.9522982005
3232,3662038.5525682876,2067774.2178965628
3233,3662047.1225433773,2067873.4835700698
3234,3662055.719981137,2067972.8577537942
3235,3662064.2985770004,2068072.1227056817
3236,3662072.8652034197,2068171.6115790226
3237,3662081.473691131,2068271.0961679781
3238,3662090.0527015664,2068370.3613455775
3239,3662098.634141498,2068469.7376497095
3240,3662107.2134279627,2068569.0029776206
3241,3662115.7928523133,2068668.2683806284
3242,3662124.3830507044,2068767.644038481
3243,3662132.962750962,2068866.9095917726
3244,3662141.53424558,2068966.1760920554
3245,3662150.114221728,2069065.4417955119
3246,3662158.7664992665,2069165.3677825774
3247,3662167.3384087253,2069264.6345085662
3248,3662175.910456313,2069363.901309609
3249,3662184.4826420266,2069463.1681856879
3250,3662193.0549658667,2069562.435136799
3251,3662201.6274278336,2069661.7021629398
3252,3662210.2083704774,2069760.9683922732
3253,3662218.7894510045,2069860.2346966448
3254,3662227.3706694143,2069959.501076042
3255,3662235.952025706,2070058.7675304557
3256,3662244.586710263,2070158.5849644598
3257,3662253.1600010637,2070257.8524411095
3258,3662261.7417718093,2070357.119120967
3259,3662270.3092938317,2070456.4986722937
3260,3662278.8913408425,2070555.7655021953
3261,3662287.4735257346,2070655.032407084
3262,3662296.0664874082,2070754.4095683713
3263,3662304.648948199,2070853.6766232955
3264,3662313.2232057815,2070952.9446249036
3265,3662321.814283423,2071052.2109580266
3266,3662330.420735358,2071151.8096548147
3267,3662338.978726032,2071251.0796249094
3268,3662347.5914971726,2071350.56654698
3269,3662356.1664458155,2071449.834923685
3270,3662364.75217258,2071549.2135574003
3271,3662373.3440780784,2071648.4803406722
3272,3662381.919440983,2071747.7489421945
3273,3662390.503282003,2071847.016746966
3274,3662399.0812217067,2071946.3965523539
3275,3662407.6569991144,2072045.665378622
3276,3662416.2838175613,2072145.3741385632
3277,3662424.8894930645,2072244.8626086803
3278,3662433.4740248006,2072344.1307884757
3279,3662442.058694415,2072443.399043146
3280,3662450.635162765,2072542.6682442632
3281,3662459.2034302186,2072641.9383918177
3282,3662467.7885138295,2072741.2068710437
3283,3661375.0031532366,2058923.8987290945
3284,3661383.5700057745,2059023.2679594473
3285,3661392.1430866574,2059122.5253488137
3286,3661400.731458366,2059222.1150742187
3287,3661409.288104508,2059321.374360419
3288,3661417.878309664,2059420.6302319437
3289,3661426.443586681,2059519.8887969304
3290,3661435.0218904437,2059619.3686542448
3291,3661443.587443632,2059718.6273707256
3292,3661452.1637568986,2059817.9963350738
3293,3661460.746295221,2059917.2534578505
3294,3661469.303907472,2060016.5132739153
3295,3661477.8783665914,2060115.7714205468
