field_1,X,Y,sea_proximity_1
5636,3663648.36242082,2065419.11757714,1953.74633789062
5637,3663656.92824358,2065518.38083267,2004.02722167969
5638,3663665.49420345,2065617.64416358,2056.42895507812
5639,3663674.09594624,2065717.01514016,2108.8681640625
5640,3663682.6621801,2065816.27862191,2161.7412109375
5641,3663691.22855106,2065915.54217901,2213.84838867188
5642,3663699.79505914,2066014.80581146,2266.39013671875
5643,3663708.39734922,2066114.17709,2318.66357421875
5644,3663716.96413129,2066213.44087324,2370.9755859375
5645,3663725.57346631,2066313.14545243,2423.68505859375
5646,3663734.14052314,2066412.40938667,2478.12939453125
5647,3663742.70771707,2066511.67339622,2534.78295898438
5648,3663751.30008749,2066610.93487198,2594.0556640625
5649,3663759.86755527,2066710.19903218,2655.77197265625
5650,3663768.43516016,2066809.46326768,2719.765625
5651,3663777.01124825,2066908.7267088,2785.87939453125
5652,3663785.57912723,2067007.99109488,2853.966796875
5653,3663794.18504514,2067107.4741786,2923.888671875
5654,3663802.79561913,2067207.1794391,2995.517578125
5655,3663811.37225561,2067306.44318191,3068.7333984375
5656,3663819.95128893,2067405.8180507,3143.42553710938
5657,3663828.51985403,2067505.08281376,3219.4912109375
5658,3663837.10524673,2067604.34591284,3296.83569335938
5659,3663845.69303679,2067703.72013814,3373.2958984375
5660,3663854.26201298,2067802.98512704,3450.09057617188
5661,3663862.83112627,2067902.25019117,3528.04833984375
5662,3663871.42158923,2068001.73569372,3607.09375
5663,3663880.01601091,2068100.99829975,3687.15673828125
5664,3663888.6173551,2068200.59413503,3768.17260742188
5665,3663897.18701712,2068299.85950049,3850.0810546875
5666,3663905.75681625,2068399.12494114,3932.82666015625
5667,3663914.33509663,2068498.38958745,4016.35717773438
5668,3663922.91577695,2068597.7653606,4100.625
5669,3663931.50267521,2068697.02928787,4185.58544921875
5670,3663940.07302252,2068796.29502938,4271.197265625
5671,3663948.66245811,2068895.67015892,4357.421875
5672,3663957.23307964,2068994.93605085,4444.2236328125
5673,3663965.79549486,2069094.20288744,4531.56982421875
5674,3663974.42777362,2069194.01897326,4619.42919921875
5675,3663983.02383667,2069293.28248267,4707.77294921875
5676,3663991.59500692,2069392.54867566,4796.57421875
5677,3664000.16631428,2069491.81494378,4885.80859375
5678,3664008.74610155,2069591.08041759,4975.3642578125
5679,3664017.3093403,2069690.3477054,5065.29833984375
5680,3664025.88105896,2069789.61419889,5155.603515625
5681,3664034.46959961,2069888.87902865,5246.26025390625
5682,3664043.04993455,2069988.14480297,5335.21533203125
5683,3664051.6751099,2070087.96243866,5406.8037109375
5684,3664060.25798657,2070187.33941645,5478.70654296875
5685,3664068.83873314,2070286.60541658,5542.7880859375
5686,3664077.41127473,2070385.87236118,5607.7177734375
5687,3664085.98395342,2070485.13938085,5673.6669921875
5688,3664094.56737904,2070584.51665939,5740.60107421875
5689,3664103.17369795,2070683.78035186,5808.4853515625
5690,3664111.73844623,2070783.04846618,5874.01904296875
5691,3664120.32228333,2070882.42597024,5932.15380859375
5692,3664128.89564743,2070981.69336538,5991.1142578125
5693,3664137.51993166,2071081.40070312,6051.0263671875
5694,3664146.09357037,2071180.66824868,6111.7861328125
5695,3664154.66734618,2071279.93586925,6173.56689453125
5696,3664163.2435294,2071379.31461861,6236.3388671875
5697,3664171.85094164,2071478.57891216,6300.0732421875
5698,3664180.42512851,2071577.84675789,6354.93701171875
5699,3664189.01006381,2071677.22486333,6400.564453125
5700,3664197.58452501,2071776.49285913,6447.419921875
5701,3664206.16746332,2071875.76006067,6495.4775390625
5702,3664214.7338587,2071975.02907569,6544.70947265625
5703,3664223.38074225,2072074.95753759,6595.0908203125
5704,3664231.96409217,2072174.22496459,6646.5947265625
5705,3664240.53089991,2072273.49420501,6699.1953125
5706,3664249.10618438,2072372.76265115,6752.8681640625
5707,3664257.68160595,2072472.03117225,6807.5859375
5708,3664266.28218208,2072571.29716073,6863.32470703125
5709,3664274.85787747,2072670.56583173,6920.0595703125
5710,3664283.43370995,2072769.83457767,6977.7666015625
5711,3663225.1376724,2059350.32619457,0
5712,3663233.69368134,2059449.58493933,30.4138145446777
5713,3663242.26877556,2059548.95306417,63.2455520629883
5714,3663250.8501237,2059648.20935002,96.5660400390625
5715,3663259.39818873,2059747.4691923,126.491104125977
5716,3663267.97981011,2059846.72562969,159.76545715332
5717,3663276.53874297,2059946.09579827,190.394317626953
5718,3663285.12899223,2060045.35151713,226.108383178711
5719,3663293.68596008,2060144.61079226,256.222564697266
5720,3663302.25365906,2060243.98031821,289.352722167969
5721,3663310.88893448,2060343.78801042,322.373992919922
5722,3663319.4463141,2060443.0475132,355.844085693359
5723,3663328.02053862,2060542.30535149,385.810852050781
5724,3663336.5781922,2060641.56500566,330.945617675781
5725,3663345.16104385,2060740.82212529,246.018295288086
5726,3663353.7273248,2060840.08106077,172.409393310547
5727,3663362.2770358,2060939.34181205,96.0468673706055
5728,3663370.8602973,2061038.59915877,20.6155281066895
5729,3663405.1725101,2061436.18801337,50
5730,3663413.76705104,2061535.5559151,131.244049072266
5731,3663422.326075,2061634.81632638,211.009490966797
5732,3663430.90194095,2061734.07507331,291.247314453125
5733,3663439.46123887,2061833.33563583,372.021514892578
5734,3663448.03962243,2061932.70558053,442.295166015625
5735,3663456.6242508,2062031.96368445,515.388244628906
5736,3663465.17560772,2062131.22534385,595.189086914062
5737,3663473.79229957,2062230.81412942,679.153930664062
5738,3663482.34393111,2062330.07594023,766.974548339844
5739,3663490.91240316,2062429.33608674,857.467163085938
5740,3663499.51890932,2062528.8149231,937.4033203125
5741,3663508.07930377,2062628.07609087,918.545043945312
5742,3663516.65043276,2062727.44751142,910.343322753906
5743,3663525.23615484,2062826.70622069,912.688354492188
5744,3663533.79696036,2062925.96761522,925.742919921875
5745,3663542.37460469,2063025.22734552,949.210205078125
5746,3663550.99702481,2063125.03890909,982.344116210938
5747,3663559.55824194,2063224.30053065,1024.12158203125
5748,3663568.13629716,2063323.56048803,1068.84289550781
5749,3663576.72733539,2063423.04174644,1113.56408691406
5750,3663585.28896372,2063522.30359473,1161.90576171875
5751,3663593.86742941,2063621.56377888,1216.56274414062
5752,3663602.4376817,2063720.82490837,1276.72436523438
5753,3663610.99137107,2063820.08785298,1341.65014648438
5754,3663619.57859683,2063919.34739385,1410.68249511719
5755,3663628.14925968,2064018.60874983,1483.24816894531
5756,3663636.75410725,2064118.31176475,1497.74829101562
5757,3663645.33339387,2064217.57240225,1510.173828125
5758,3663653.90671817,2064316.94503337,1521.90673828125
5759,3663662.47792923,2064416.20669167,1534.43798828125
5760,3663671.05762618,2064515.46755569,1551.28979492188
5761,3663679.62076191,2064614.73023466,1572.84777832031
5762,3663688.19463491,2064714.10316799,1600.265625
5763,3663696.78309097,2064813.36338873,1633.35546875
5764,3663705.34663776,2064912.62629409,1668.24755859375
5765,3663713.95272395,2065012.32999158,1698.2490234375
5766,3663722.54159037,2065111.590439,1733.50805664062
5767,3663731.10554863,2065210.85357095,1773.71081542969
5768,3663739.66964397,2065310.11677829,1818.27526855469
5769,3663748.25892023,2065409.37745201,1866.84887695312
5770,3663756.83163721,2065508.63994048,1919.08825683594
5771,3663765.38779566,2065607.90424366,1971.37646484375
5772,3663773.99868479,2065707.38550316,2024.55554199219
5773,3663782.55511769,2065806.64995724,2076.083984375
5774,3663791.1389844,2065906.02292735,2129.09619140625
5775,3663799.74644683,2066005.72738271,2180.94580078125
5776,3663808.3366804,2066104.9885848,2233.42797851562
5777,3663816.90200944,2066204.25247109,2285.94067382812
5778,3663825.48642477,2066303.62574341,2339.49780273438
5779,3663834.06872145,2066402.88804128,2395.4384765625
5780,3663842.65566678,2066502.37251457,2454.00170898438
5781,3663851.21319775,2066601.63757201,2515.17895507812
5782,3663859.81259783,2066700.89835694,2578.78369140625
5783,3663868.3787491,2066800.16269544,2644.64086914062
5784,3663876.97684696,2066899.75765164,2712.58642578125
5785,3663885.54327282,2066999.02214099,2782.46728515625
5786,3663894.14547681,2067098.394278,2854.14184570312
5787,3663902.71217662,2067197.65891803,2927.47778320312
5788,3663911.27901352,2067296.92363332,3002.35327148438
5789,3663919.8459875,2067396.18842389,3078.65625
5790,3663928.44873871,2067495.56086253,3156.283203125
5791,3663937.01598664,2067594.82580372,3232.35595703125
5792,3663945.58337167,2067694.09082016,3309.3994140625
5793,3663954.15089378,2067793.35591183,3387.64306640625
5794,3663962.79661033,2067893.16937858,3467.00537109375
5795,3663971.36440694,2067992.43462117,3547.41088867188
5796,3663979.93234063,2068091.69993898,3628.79125976562
5797,3663988.525445,2068190.96272372,3711.08129882812
5798,3663997.09365251,2068290.22819199,3794.22265625
5799,3664005.6619971,2068389.49373546,3878.16015625
5800,3664014.23047878,2068488.75935413,3962.84301757812
5801,3664022.79909754,2068588.025048,4048.22485351562
5802,3664031.39288515,2068687.28820889,4134.26220703125
5803,3664039.98298925,2068786.77441795,4220.9150390625
5804,3664048.59444278,2068886.48106751,4308.146484375
5805,3664057.17195389,2068985.74619325,4395.92138671875
5806,3664065.76855146,2069085.12070748,4484.20849609375
5807,3664074.33799296,2069184.38685301,4572.9775390625
5808,3664082.90757156,2069283.6530737,4662.20166015625
5809,3664091.4856303,2069382.9185002,4751.7626953125
5810,3664100.08277555,2069482.29331553,4841.7197265625
5811,3664108.65276517,2069581.55976174,4932.0634765625
5812,3664117.25244855,2069681.04578011,5022.77294921875
5813,3664125.84392674,2069780.53274324,5113.8291015625
5814,3664134.4249353,2069879.90959848,5193.796875
5815,3664143.01215849,2069979.17460703,5265.408203125
5816,3664151.59117606,2070078.44055998,5337.90478515625
5817,3664160.16198837,2070177.70745731,5401.8974609375
5818,3664168.74354558,2070277.0846134,5466.671875
5819,3664177.3146322,2070376.35166098,5532.4951171875
5820,3664185.91088109,2070475.61617593,5599.33056640625
5821,3664194.48224151,2070574.88337368,5667.142578125
5822,3664203.06434736,2070674.26083051,5734.640625
5823,3664211.68902455,2070774.07909896,5792.6201171875
5824,3664220.26079703,2070873.3465224,5851.27734375
5825,3664228.85772995,2070972.6114133,5911.00048828125
5826,3664237.42977624,2071071.87898684,5971.50927734375
5827,3664246.0019596,2071171.14663542,6033.0693359375
5828,3664254.5826208,2071270.41348985,6095.6484375
5829,3664263.1550782,2071369.68128849,6159.21435546875
5830,3664271.74435371,2071468.94742383,6220.7900390625
5831,3664280.31708503,2071568.21537251,6265.7978515625
5832,3664288.8982937,2071667.48252705,6312.06982421875
5833,3664297.52434834,2071767.30155045,6359.57763671875
5834,3664306.10810146,2071866.67990957,6408.29345703125
5835,3664314.67304189,2071965.94902784,6458.1904296875
5836,3664323.27981855,2072065.21387558,6509.2412109375
5837,3664331.85337268,2072164.48227472,6561.419921875
5838,3664340.43767443,2072263.86093418,6614.69775390625
5839,3664349.01150286,2072363.12948333,6669.0498046875
5840,3664357.59380765,2072462.39723837,6724.4501953125
5841,3664366.16791011,2072561.66593743,6780.8720703125
5842,3664374.75276074,2072661.04489713,6838.291015625
5843,3664383.36503779,2072760.53237965,6896.68212890625
5844,3663350.75817047,2059638.58372678,5
5845,3663359.31313908,2059737.84280132,33.5410194396973
5846,3663367.88495431,2059837.10021155,65
5847,3663376.44019686,2059936.35943755,98.4885787963867
5848,3663385.07360077,2060036.16700456,129.807556152344
5849,3663393.64806449,2060135.53568761,161.554946899414
5850,3663402.2204272,2060234.79340135,194.486511230469
5851,3663410.77621819,2060334.05293078,227.705963134766
5852,3663419.35720837,2060433.30992601,261.963745117188
5853,3663427.923866,2060532.67978234,290.946716308594
5854,3663436.49677561,2060631.93779905,294.703247070312
5855,3663445.06146815,2060731.19676143,199.248580932617
5856,3663453.63689076,2060830.56597523,107.354553222656
5857,3663462.22304386,2060930.04544071,50
5858,3663513.66420533,2061525.93050304,71.0633544921875
5859,3663522.24072435,2061625.30032336,152.397506713867
5860,3663530.82349094,2061724.55830327,232.002166748047
5861,3663539.37298455,2061823.81983823,301.039855957031
5862,3663548.01959273,2061923.73902948,375
5863,3663556.56936133,2062023.00071616,456.344177246094
5864,3663565.16102709,2062122.25812931,543.369079589844
5865,3663573.71942158,2062221.51909737,634.231811523438
5866,3663582.2946566,2062320.77840141,727.495727539062
5867,3663590.86167662,2062420.03865085,822.34423828125
5868,3663599.42048199,2062519.29984566,840.66943359375
5869,3663607.99612717,2062618.55937647,819.588317871094
5870,3663616.55520647,2062717.82072243,810.3857421875
5871,3663625.18186004,2062817.52024441,813.01904296875
5872,3663633.76016078,2062916.8910496,827.647216796875
5873,3663642.33635326,2063016.15088316,853.815002441406
5874,3663650.89598084,2063115.41253175,890.505432128906
5875,3663659.48079739,2063214.67164669,934.679077148438
5876,3663668.05129541,2063314.04362423,979.400329589844
5877,3663676.61133401,2063413.3054995,1025.19506835938
5878,3663685.18821021,2063512.56571087,1077.50866699219
5879,3663693.76746992,2063611.9370456,1136.23278808594
5880,3663702.34461957,2063711.19740812,1200.42700195312
5881,3663710.936998,2063810.79012039,1269.26159667969
5882,3663719.49772194,2063910.05237352,1342.02270507812
5883,3663728.08363192,2064009.31209315,1386.73168945312
5884,3663736.65297918,2064108.57362761,1398.66015625
5885,3663745.25200844,2064208.05472518,1410.89501953125
5886,3663753.81328024,2064307.31728041,1422.74389648438
5887,3663762.39973662,2064406.57730222,1435.44421386719
5888,3663770.9718805,2064505.95018726,1453.22045898438
5889,3663779.5335633,2064605.21296894,1476.0927734375
5890,3663788.16282381,2064704.91393349,1505.27404785156
5891,3663796.72478096,2064804.1768664,1540.40576171875
5892,3663805.31417113,2064903.5483148,1572.275390625
5893,3663813.87640232,2065002.81139865,1604.07287597656
5894,3663822.4599688,2065102.29491671,1641.35620117188
5895,3663831.047519,2065201.55554287,1683.7607421875
5896,3663839.61850941,2065300.81798359,1730.35400390625
5897,3663848.17294075,2065400.08223878,1781.32678222656
5898,3663856.76090073,2065499.34309123,1833.82104492188
5899,3663865.32395393,2065598.60662767,1886.35229492188
5900,3663873.95458664,2065698.30835057,1938.84631347656
5901,3663882.51791417,2065797.57203813,1991.24328613281
5902,3663891.08137878,2065896.83580104,2043.41015625
5903,3663899.67002213,2065996.09703084,2095.75756835938
5904,3663908.24436099,2066095.47112473,2148.14453125
5905,3663916.8082366,2066194.7351138,2201.19287109375
5906,3663925.388943,2066293.99743927,2256.35205078125
5907,3663933.96143925,2066393.26070958,2314.1142578125
5908,3663942.53632672,2066492.63510525,2374.68408203125
5909,3663951.12578988,2066591.89678742,2437.8525390625
5910,3663959.7327554,2066691.60187628,2503.42260742188
5911,3663968.3141459,2066790.86457891,2571.2109375
5912,3663976.87898074,2066890.1290957,2641.04614257812
5913,3663985.45229865,2066989.39281838,2712.77075195312
5914,3663994.03409928,2067088.65574698,2786.23828125
5915,3664002.59934498,2067187.92048965,2861.3154296875
5916,3664011.17307339,2067287.18443823,2937.87744140625
5917,3664019.77648861,2067386.66795542,3015.48095703125
5918,3664028.34214544,2067485.9329241,3091.4599609375
5919,3664036.95034937,2067585.63869412,3168.7734375
5920,3664045.55191899,2067685.01138723,3247.32568359375
5921,3664054.11798734,2067784.27658212,3327.029296875
5922,3664062.68419277,2067883.54185224,3407.8037109375
5923,3664071.28391441,2067982.80372032,3489.57373046875
5924,3664079.85265202,2068082.18019219,3572.27172851562
5925,3664088.41926844,2068181.4456881,3655.83447265625
5926,3664097.02391769,2068280.92988487,3740.20385742188
5927,3664105.59915258,2068380.19466211,3825.32690429688
5928,3664114.16618011,2068479.46038384,3911.15380859375
5929,3664122.76515634,2068579.05672787,3997.64013671875
5930,3664131.35749023,2068678.31999247,4084.7431640625
5931,3664139.93327283,2068777.5850708,4172.42431640625
5932,3664148.50310916,2068876.96214543,4260.6484375
5933,3664157.09585292,2068976.22563574,4349.3818359375
5934,3664165.65535924,2069075.49267817,4438.5947265625
5935,3664174.23168953,2069174.75805731,4528.162109375
5936,3664182.83544787,2069274.13195616,4618.1435546875
5937,3664191.40370862,2069373.39835494,4708.529296875
5938,3664199.97210643,2069472.66482885,4799.296875
5939,3664208.60201035,2069572.48142479,4890.42431640625
5940,3664217.1873683,2069671.74631105,4981.57861328125
5941,3664225.75617763,2069771.0130108,5052.37841796875
5942,3664234.31678156,2069870.28065481,5124.01416015625
5943,3664242.91923456,2069969.54402819,5196.58740234375
5944,3664251.48845473,2070068.8109533,5261.03564453125
5945,3664260.05781197,2070168.0779535,5325.6455078125
5946,3664268.62730628,2070267.34502879,5391.33544921875
5947,3664277.22196324,2070366.60957183,5458.0673828125
5948,3664285.85537012,2070466.53790116,5525.80322265625
5949,3664294.42527608,2070565.80520223,5594.50634765625
5950,3664302.9953191,2070665.07257836,5653.1494140625
5951,3664311.59052333,2070764.33742231,5711.51904296875
5952,3664320.17144713,2070863.7151329,5771.0009765625
5953,3664328.74190112,2070962.9827343,5831.28857421875
5954,3664337.33751521,2071062.24780359,5892.6162109375
5955,3664345.90824297,2071161.51555509,5954.9912109375
5956,3664354.48971535,2071260.89356628,6018.3818359375
5957,3664363.06071737,2071360.16146793,6082.47509765625
5958,3664371.69930936,2071459.86757683,6131.3310546875
5959,3664380.2705857,2071559.13562887,6176.99169921875
5960,3664388.8526072,2071658.5139409,6223.92333984375
5961,3664397.42415779,2071757.78214303,6272.09912109375
5962,3664406.00418549,2071857.04955117,6321.4892578125
5963,3664414.59268992,2071956.31616533,6372.06591796875
5964,3664423.17525999,2072055.69477778,6423.80126953125
5965,3664431.74735861,2072154.96327995,6476.66748046875
5966,3664440.32793384,2072254.23098814,6530.63720703125
5967,3664448.91698532,2072353.49790238,6585.68359375
5968,3664457.55314994,2072453.42774346,6641.7783203125
5969,3664466.13413645,2072552.69567709,6698.89697265625
5970,3664474.70692071,2072651.96455459,6757.0126953125
5971,3664483.29651991,2072751.23176921,6816.1005859375
5972,3664491.86957805,2072850.50079659,6876.134765625
5973,3663476.41595023,2059927.39588583,5
5974,3663484.99494283,2060026.65268088,35.355339050293
5975,3663493.55736295,2060125.91129142,69.6419448852539
5976,3663502.13051071,2060225.28015305,99.6242904663086
5977,3663510.69320462,2060324.53891513,134.164077758789
5978,3663519.26438941,2060423.7968831,166.207702636719
5979,3663527.84406471,2060523.05405697,196.086715698242
5980,3663536.40940629,2060622.42409172,229.401397705078
5981,3663545.0423122,2060722.23229605,177.200454711914
5982,3663553.58898346,2060821.49317681,80
5983,3663562.1692058,2060920.75065406,0
5984,3663639.35231951,2061814.74372238,235.053176879883
5985,3663656.48222369,2062013.26374589,411.400024414062
5986,3663665.04738102,2062112.52387107,506.21142578125
5987,3663673.63162056,2062211.89337923,602.702270507812
5988,3663682.18869982,2062311.15452539,700.178527832031
5989,3663690.77097098,2062410.41313813,780.848937988281
5990,3663699.32832401,2062509.67443546,744.798645019531
5991,3663707.94265044,2062609.26373163,720.919555664062
5992,3663716.50027764,2062708.52518037,710.440002441406
5993,3663725.09593287,2062808.00532056,713.4423828125
5994,3663733.66218523,2062907.26605096,730.068481445312
5995,3663742.25587082,2063006.63529545,759.605163574219
5996,3663750.8056952,2063105.89791628,800.515441894531
5997,3663759.38905945,2063205.15713424,845.236694335938
5998,3663767.93915796,2063304.41990613,889.957885742188
5999,3663776.54174094,2063403.78858371,939.161865234375
6000,3663785.14284509,2063503.49134982,996.004516601562
6001,3663793.71840595,2063602.75173999,1059.2568359375
6002,3663802.3069445,2063702.23343191,1127.8408203125
6003,3663810.8827789,2063801.49397329,1200.84338378906
6004,3663819.4420503,2063900.75632927,1275.65661621094
6005,3663828.02650776,2064000.01615215,1287.63354492188
6006,3663836.58605292,2064099.27865911,1299.71142578125
6007,3663845.17078343,2064198.538633,1311.458984375
6008,3663853.73060235,2064297.80129091,1323.52758789062
6009,3663862.30725669,2064397.0622853,1336.60021972656
6010,3663870.90973617,2064496.76581022,1355.30444335938
6011,3663879.50336234,2064596.02521693,1379.80078125
6012,3663888.06597745,2064695.39922569,1410.97485351562
6013,3663896.62648176,2064794.66226128,1448.39575195312
6014,3663905.20382027,2064893.92363341,1476.83776855469
6015,3663913.78354426,2064993.29612988,1510.64562988281
6016,3663922.36950452,2065092.55678356,1550.17749023438
6017,3663930.93055648,2065191.82012096,1594.71789550781
6018,3663939.50844167,2065291.08179493,1643.81408691406
6019,3663948.12050706,2065390.78513288,1696.14270019531
6020,3663956.69866607,2065490.04695804,1748.52075195312
6021,3663965.26026621,2065589.31059739,1801.61730957031
6022,3663973.84704621,2065688.57170398,1853.40893554688
6023,3663982.41726758,2065787.83462473,1906.20703125
6024,3663990.97093105,2065887.0993596,1958.44970703125
6025,3663999.5793182,2065986.58105296,2010.85180664062
6026,3664008.13325607,2066085.84593871,2063.31030273438
6027,3664016.73966518,2066185.21673355,2117.5751953125
6028,3664025.30222405,2066284.48090075,2174.42529296875
6029,3664033.92401052,2066384.18412716,2234.30639648438
6030,3664042.48684381,2066483.44844537,2296.98168945312
6031,3664051.05816066,2066582.7119696,2362.22875976562
6032,3664059.64856038,2066682.08488075,2429.84057617188
6033,3664068.21180461,2066781.34942502,2499.625
6034,3664076.82142421,2066880.83179887,2571.4052734375
6035,3664085.39328848,2066980.09562466,2645.01904296875
6036,3664093.97363546,2067079.3586565,2720.31713867188
6037,3664102.53742747,2067178.62350216,2797.16357421875
6038,3664111.12481234,2067278.21983654,2874.39111328125
6039,3664119.72226112,2067377.48135605,2950.6142578125
6040,3664128.2970651,2067476.85660938,3028.22143554688
6041,3664136.87809608,2067576.12001805,3107.10888671875
6042,3664145.44257331,2067675.38524042,3187.18139648438
6043,3664154.0261338,2067774.75985067,3268.35205078125
6044,3664162.60757499,2067874.02348524,3350.541015625
6045,3664171.17246315,2067973.28893345,3433.67529296875
6046,3664179.76252241,2068072.55184936,3517.6875
6047,3664188.34663059,2068171.92676105,3602.5166015625
6048,3664196.94599254,2068271.63403318,3688.10571289062
6049,3664205.53646217,2068370.89717528,3774.40405273438
6050,3664214.09369137,2068470.16386919,3861.36328125
6051,3664222.667746,2068569.42890002,3948.93994140625
6052,3664231.25862534,2068668.69226781,4037.09350585938
6053,3664239.82460952,2068767.95831819,4125.78759765625
6054,3664248.40741817,2068867.22270553,4214.98828125
6055,3664256.9820198,2068966.48803718,4304.5615234375
6056,3664265.54841477,2069065.7543131,4394.57080078125
6057,3664274.15283964,2069165.23929203,4485.0029296875
6058,3664282.77026484,2069264.94558176,4575.8330078125
6059,3664291.33707142,2069364.21208369,4667.03857421875
6060,3664299.9313045,2069463.5871059,4758.59765625
6061,3664308.49838508,2069562.85375821,4840.1572265625
6062,3664317.07394545,2069662.11961661,4910.9599609375
6063,3664325.66858913,2069761.49486464,4982.62255859375
6064,3664334.23608064,2069860.76174243,5055.2470703125
6065,3664342.8287363,2069960.0260883,5120.205078125
6066,3664351.41771016,2070059.51348388,5184.640625
6067,3664360.01516374,2070159.00008589,5250.1904296875
6068,3664368.61049209,2070258.37571044,5316.8125
6069,3664377.17866881,2070357.64296421,5384.46826171875
6070,3664385.73864082,2070456.91116203,5453.1181640625
6071,3664394.34045829,2070556.1750901,5513.62841796875
6072,3664402.91965092,2070655.55275341,5571.8447265625
6073,3664411.4883756,2070754.82030758,5631.025390625
6074,3664420.08226114,2070854.08533,5691.126953125
6075,3664428.6618651,2070953.46321884,5752.2109375
6076,3664437.2310007,2071052.73099828,5814.37255859375
6077,3664445.8699842,2071152.54803844,5877.578125
6078,3664454.44773512,2071251.81509948,5941.794921875
6079,3664463.01728218,2071351.08310447,5997.18505859375
6080,3664471.60364737,2071450.3494467,6042.203125
6081,3664480.18180871,2071549.61673287,6088.5322265625
6082,3664488.76010684,2071648.88409406,6136.140625
6083,3664497.32186144,2071748.15326799,6185
6084,3664505.91711353,2071847.41904149,6235.080078125
6085,3664514.47914221,2071946.6883654,6286.3525390625
6086,3664523.05798781,2072045.95602661,6338.787109375
6087,3664531.70668544,2072145.77295289,6392.3564453125
6088,3664540.28807282,2072245.15181898,6447.0322265625
6089,3664548.85899008,2072344.42057447,6502.78564453125
6090,3664557.44672302,2072443.68766734,6559.59033203125
6091,3664566.02625332,2072542.95570398,6617.41796875
6092,3664574.6081892,2072642.33487034,6676.2431640625
6093,3664583.17131546,2072741.60479452,6736.03955078125
6094,3664591.76793433,2072840.87131857,6796.7802734375
6095,3663602.02793034,2060215.54726755,7.07106781005859
6096,3663610.605881,2060314.80439266,40.3112869262695
6097,3663619.22244258,2060414.72525658,69.6419448852539
6098,3663627.79231312,2060513.98340337,103.07763671875
6099,3663636.37067405,2060613.2407562,134.629119873047
6100,3663644.92411022,2060712.50079381,158.823806762695
6101,3663653.51333417,2060811.86847409,60.2079734802246
6102,3663662.06704421,2060911.12866315,20
6103,3663730.67378815,2061705.86265512,96.1769180297852
6104,3663756.3913798,2062003.75132259,387.620971679688
6105,3663764.97178922,2062103.00981134,487.083160400391
6106,3663773.52727935,2062202.27098439,586.728210449219
6107,3663782.17151411,2062302.19068807,686.476501464844
6108,3663790.72727879,2062401.45201282,691.176513671875
6109,3663799.29988354,2062500.7116741,650.173034667969
6110,3663807.88097623,2062599.97054148,622.675659179688
6111,3663816.44550272,2062699.23122347,610.512084960938
6112,3663825.01851715,2062798.49111155,614.003234863281
6113,3663833.57496611,2062897.75281419,633.24560546875
6114,3663842.14825391,2062997.01285342,667.083190917969
6115,3663850.7133275,2063096.27383768,711.073120117188
6116,3663859.33985497,2063196.08491826,755.794311523438
6117,3663867.9219038,2063295.34431514,801.888427734375
6118,3663876.47068729,2063394.60726538,856.168823242188
6119,3663885.05300925,2063493.86681337,918.163940429688
6120,3663893.62936101,2063593.23835417,986.420288085938
6121,3663902.20360593,2063692.49892276,1059.72875976562
6122,3663910.76128756,2063791.76130571,1137.11254882812
6123,3663919.34415565,2063891.02115593,1176.13781738281
6124,3663927.93775443,2063990.39126042,1188.27612304688
6125,3663936.49584661,2064089.65386995,1200.52075195312
6126,3663945.10255865,2064189.24535289,1211.9921875
6127,3663953.66092509,2064288.50811363,1224.22424316406
6128,3663962.24447616,2064387.76834175,1237.94177246094
6129,3663970.80311633,2064487.03125343,1257.71618652344
6130,3663979.40813078,2064586.511991,1284.07543945312
6131,3663987.97539378,2064685.77418443,1317.5166015625
6132,3663996.55338904,2064785.14663271,1352.42370605469
6133,3664005.12092577,2064884.40897713,1382.04565429688
6134,3664013.69694778,2064983.67052767,1418.11499023438
6135,3664022.29879315,2065083.37461091,1460.15405273438
6136,3664030.89403329,2065182.74562312,1507.02514648438
6137,3664039.45376957,2065282.00913898,1558.8857421875
6138,3664048.03033885,2065381.27099169,1611.31164550781
6139,3664056.63658539,2065480.75241056,1664.12890625
6140,3664065.2050802,2065580.01528355,1715.84533691406
6141,3664073.78205943,2065679.27736269,1768.62939453125
6142,3664082.34248023,2065778.54125571,1820.58361816406
6143,3664090.92808018,2065877.80261641,1873.01892089844
6144,3664099.4887747,2065977.06666019,1925.49340820312
6145,3664108.10868947,2066076.76976293,1978.95166015625
6146,3664116.67800538,2066176.03308857,2034.97546386719
6147,3664125.24745809,2066275.29648956,2094.06909179688
6148,3664133.82764525,2066374.67014668,2156.18310546875
6149,3664142.41406498,2066473.9319601,2221.06396484375
6150,3664150.97558146,2066573.19645641,2288.4765625
6151,3664159.56227417,2066672.45842054,2358.20361328125
6152,3664168.13466257,2066771.83324862,2430.04614257812
6153,3664176.71328225,2066871.09623269,2503.82202148438
6154,3664185.27534643,2066970.36103036,2579.365234375
6155,3664193.88828796,2067070.06575963,2656.52490234375
6156,3664202.475664,2067169.32810088,2733.3359375
6157,3664211.02979369,2067268.5939939,2809.82641601562
6158,3664219.61744284,2067367.85648577,2887.75415039062
6159,3664228.17184661,2067467.12252934,2967.005859375
6160,3664236.76811417,2067566.38430272,3047.47827148438
6161,3664245.33113708,2067665.64962774,3129.07739257812
6162,3664253.93218625,2067765.13365377,3211.716796875
6163,3664262.5038282,2067864.39826041,3295.31860351562
