field_1,X,Y,sea_proximity_1
937,3658797.1034831,2060569.60239084,3240.00390625
938,3658805.69247563,2060668.86061051,3241.701171875
939,3658814.2565465,2060768.12153387,3246.47900390625
940,3658822.82075691,2060867.38253267,3254.32397460938
941,3659226.10471776,2065536.2319843,5321.40234375
942,3659234.68629999,2065635.60677337,5391.68994140625
943,3659243.25734848,2065734.87146425,5462.90478515625
944,3659251.87123127,2065834.57692461,5535.00927734375
945,3659260.44255938,2065933.84176608,5607.9697265625
946,3659269.04139508,2066033.2151052,5681.75341796875
947,3659277.61300216,2066132.48009702,5756.3291015625
948,3659286.18474877,2066231.74516394,5831.66552734375
949,3659294.77798367,2066331.23065398,5907.734375
950,3659303.35835618,2066430.49499569,5984.5068359375
951,3659311.92217511,2066529.76116364,6061.95751953125
952,3659320.52786538,2066629.02302885,6140.05908203125
953,3659329.09196325,2066728.28934698,6218.7880859375
954,3659337.68822612,2066827.88626345,6298.12060546875
955,3659346.27997107,2066927.26115537,6378.03466796875
956,3659354.8528344,2067026.52682348,6458.5078125
957,3659363.43418297,2067125.7916911,6508.15234375
958,3659372.02634646,2067225.16680856,6543.47412109375
959,3659380.59962829,2067324.4327019,6580.125
960,3659389.18139498,2067423.69779478,6618.08544921875
961,3659397.75495575,2067522.96383819,6657.330078125
962,3659406.33933222,2067622.34013172,6697.83935546875
963,3659414.91317219,2067721.60632526,6739.587890625
964,3659423.54654722,2067821.31154398,6782.5546875
965,3659432.12066656,2067920.57788788,6826.7158203125
966,3659440.69492542,2068019.84430678,6871.90869140625
967,3659449.26932382,2068119.11080067,6918.24609375
968,3659457.84386175,2068218.37736954,6965.71044921875
969,3659466.4185392,2068317.64401339,7014.27978515625
970,3659474.99335619,2068416.91073222,7063.93115234375
971,3659483.5850007,2068516.17577521,7114.6416015625
972,3659492.18979551,2068615.66212049,7166.388671875
973,3659500.76503099,2068714.92906439,7218.7880859375
974,3659509.38311736,2068814.63678773,7271.1982421875
975,3659517.96931044,2068914.01405807,7323.8740234375
976,3659526.53662181,2069013.28210258,7376.05078125
977,3659535.12075949,2069112.5484713,7428.5615234375
978,3659543.7073717,2069211.92596676,7480.92236328125
979,3659552.29178821,2069311.19248543,7533.294921875
980,3659560.89770134,2069410.67943229,7585.87646484375
981,3659569.47405391,2069509.9469763,7638.9951171875
982,3659578.05888867,2069609.2137199,7692.93505859375
983,3659586.62717764,2069708.48228901,7747.7900390625
984,3659595.23598646,2069808.08058859,7803.404296875
985,3659603.81289755,2069907.34843242,7859.8427734375
986,3659612.40062767,2070006.72652825,7917.14111328125
987,3659620.98616001,2070105.99364663,7975.2822265625
988,3659629.58017356,2070205.25996464,8034.2470703125
989,3659638.15764253,2070304.52810803,8094.01806640625
990,3659646.74593108,2070403.90650374,8154.5771484375
991,3659655.32367924,2070503.17479692,8215.9072265625
992,3659663.90156693,2070602.44316492,8277.990234375
993,3659672.47959414,2070701.71160776,8340.810546875
994,3659681.11116391,2070801.53101448,8404.3515625
995,3659689.68947086,2070900.79960739,8468.595703125
996,3658888.44304282,2060460.64426864,3141.43676757812
997,3658897.0373777,2060560.23565104,3140.00390625
998,3658905.61656552,2060659.49484961,3141.75512695312
999,3658914.17918537,2060758.75587553,3146.68481445312
1000,3658922.78833523,2060858.23468805,3154.77807617188
1001,3658931.35123405,2060957.49586505,3166.01098632812
1002,3659326.04576199,2065527.08460369,5250.26904296875
1003,3659334.60687074,2065626.35019782,5321.49658203125
1004,3659343.20985637,2065725.61148952,5393.6376953125
1005,3659351.78191612,2065824.98740765,5466.65576171875
1006,3659360.34344368,2065924.25322725,5540.51708984375
1007,3659368.92180513,2066023.517371,5615.1865234375
1008,3659377.51699972,2066122.77983893,5690.634765625
1009,3659386.09796529,2066222.15518248,5766.830078125
1010,3659394.66839788,2066321.42042716,5843.74267578125
1011,3659403.28166161,2066421.12644384,5921.3447265625
1012,3659411.86906669,2066520.39008817,5999.6103515625
1013,3659420.43991814,2066619.65555849,6078.51318359375
1014,3659429.0109091,2066718.92110388,6158.029296875
1015,3659437.58203958,2066818.18672435,6238.134765625
1016,3659446.17000151,2066917.45066907,6318.8076171875
1017,3659454.74141078,2067016.71643969,6379.97265625
1018,3659463.33430731,2067116.202635,6414.44091796875
1019,3659471.91434149,2067215.46768051,6450.275390625
1020,3659480.50286041,2067314.7319257,6487.453125
1021,3659489.11985375,2067414.54974741,6525.9521484375
1022,3659497.70030655,2067513.8150185,6565.748046875
1023,3659506.27255351,2067613.08123997,6606.818359375
1024,3659514.85328498,2067712.34666113,6649.138671875
1025,3659523.44483056,2067811.72233272,6692.68603515625
1026,3659532.01749596,2067910.98877934,6737.36767578125
1027,3659540.61999573,2068010.4747768,6783.14990234375
1028,3659549.19294032,2068109.74137359,6830.08984375
1029,3659557.78271317,2068209.00629477,6878.1630859375
1030,3659566.35593654,2068308.27304155,6927.34619140625
1031,3659574.96132644,2068407.87039105,6977.6162109375
1032,3659583.53482924,2068507.13728803,7028.94921875
1033,3659592.11914751,2068606.51443605,7081.30615234375
1034,3659600.70961702,2068705.77973252,7133.67578125
1035,3659609.28353826,2068805.04685446,7186.25927734375
1036,3659617.85759901,2068904.31405136,7238.44775390625
1037,3659626.44247577,2069003.69149962,7291.23583984375
1038,3659635.01681568,2069102.95884646,7343.26416015625
1039,3659643.62466776,2069202.2227674,7395.68798828125
1040,3659652.19094317,2069301.49113933,7448.1220703125
1041,3659660.81074361,2069401.31046997,7501.08349609375
1042,3659669.39398481,2069500.57724174,7554.68359375
1043,3659677.96902261,2069599.84496362,7609.22119140625
1044,3659686.55254246,2069699.11188521,7664.60205078125
1045,3659695.13620159,2069798.37888171,7720.75927734375
1046,3659703.71165767,2069897.64682827,7777.796875
1047,3659712.29559545,2069996.91397456,7835.69580078125
1048,3659720.86298837,2070096.18294601,7894.43603515625
1049,3659729.44720492,2070195.45024206,7954.0009765625
1050,3659738.04457552,2070294.93884314,8014.3701171875
1051,3659746.68012647,2070394.64612441,8075.5263671875
1052,3659755.25642007,2070493.91452067,8137.45166015625
1053,3659763.8435319,2070593.29316954,8200.12890625
1054,3659772.42010466,2070692.56171556,8263.5419921875
1055,3659780.99681693,2070791.83033642,8327.671875
1056,3659789.5736687,2070891.09903209,8392.50390625
1057,3658979.82472503,2060352.35124337,3046.24755859375
1058,3658988.40218358,2060451.61039377,3041.48413085938
1059,3658996.9714274,2060550.87049549,3040.00390625
1060,3659005.54081048,2060650.13067269,3041.81274414062
1061,3659014.11033283,2060749.39092535,3046.904296875
1062,3659022.68834785,2060848.65037768,3055.26171875
1063,3659031.24979533,2060947.91165706,3066.85913085938
1064,3659417.34672345,2065418.01389679,5108.84765625
1065,3659425.91458701,2065517.27864266,5180.0888671875
1066,3659434.50763276,2065616.54083753,5252.2685546875
1067,3659443.09711563,2065716.02608125,5325.34716796875
1068,3659451.66539761,2065815.29105275,5399.28955078125
1069,3659460.26118409,2065914.6645226,5474.0595703125
1070,3659468.87242794,2066014.37034053,5549.6240234375
1071,3659477.44112887,2066113.63553785,5625.951171875
1072,3659486.02666297,2066212.89905961,5703.01025390625
1073,3659494.60398937,2066312.16353184,5780.77197265625
1074,3659503.18377974,2066411.53912887,5859.20849609375
1075,3659511.76138492,2066510.80375141,5938.29296875
1076,3659520.36047249,2066610.28879811,6018
1077,3659528.93001023,2066709.55444631,6098.30517578125
1078,3659537.52472578,2066808.81754375,6179.1845703125
1079,3659546.12655811,2066908.41386647,6252.36328125
1080,3659554.6965144,2067007.67974017,6285.9404296875
1081,3659563.28330166,2067106.94393842,6320.921875
1082,3659571.86420911,2067206.32013728,6357.283203125
1083,3659580.43458379,2067305.58623624,6395.001953125
1084,3659589.02178871,2067404.85065978,6434.0537109375
1085,3659597.59244215,2067504.11690882,6474.4150390625
1086,3659606.17390804,2067603.49340827,6516.060546875
1087,3659614.74484061,2067702.75980746,6558.96728515625
1088,3659623.34929221,2067802.02278087,6603.109375
1089,3659631.96552537,2067901.84108344,6648.3173828125
1090,3659640.52853212,2068001.10858328,6694.708984375
1091,3659649.1334012,2068100.37178224,6742.263671875
1092,3659657.69668682,2068199.63943208,6790.958984375
1093,3659666.26845646,2068298.90628174,6840.76904296875
1094,3659674.84036559,2068398.17320637,6891.67041015625
1095,3659683.43744631,2068497.43758056,6943.638671875
1096,3659692.00963408,2068596.70465516,6996.0634765625
1097,3659700.58196133,2068695.97180472,7048.498046875
1098,3659709.15442809,2068795.23902923,7100.9951171875
1099,3659717.80776993,2068895.16563731,7153.3994140625
1100,3659726.38051626,2068994.43301224,7205.728515625
1101,3659734.95340208,2069093.7004621,7258.11279296875
1102,3659743.56213211,2069193.07553838,7310.5078125
1103,3659752.13529669,2069292.34313821,7363.3046875
1104,3659760.70860078,2069391.61081295,7416.552734375
1105,3659769.27370155,2069490.87943766,7470.759765625
1106,3659777.89133122,2069590.2539391,7525.8974609375
1107,3659786.456711,2069689.5227137,7581.7626953125
1108,3659795.05192494,2069789.01104262,7638.529296875
1109,3659803.64727894,2069888.49944676,7696.17626953125
1110,3659812.25712331,2069987.8751237,7754.68359375
1111,3659820.83140408,2070087.14332324,7814.03369140625
1112,3659829.40582434,2070186.41159765,7874.20654296875
1113,3659837.98038409,2070285.67994693,7935.1826171875
1114,3659846.56576015,2070385.05854879,7996.9443359375
1115,3659855.15728222,2070484.32529792,8059.474609375
1116,3659863.73226034,2070583.59387185,8122.75341796875
1117,3659872.30737795,2070682.86252061,8186.76513671875
1118,3659880.89331244,2070782.24142228,8251.4921875
1119,3659889.54712008,2070882.05848679,8316.91796875
1120,3659071.16002731,2060243.28586062,2954.76318359375
1121,3659079.71918695,2060342.54678939,2946.45971679688
1122,3659088.29519388,2060441.80604225,2941.53442382812
1123,3659096.8652938,2060541.17729145,2940.00439453125
1124,3659105.47356414,2060640.76720407,2941.87451171875
1125,3659114.03328182,2060740.02843507,2947.13842773438
1126,3659122.61819925,2060839.28711453,2955.7783203125
1127,3659131.16984226,2060938.5493721,2967.76416015625
1128,3659139.76339087,2061037.80732686,2983.05639648438
1129,3659517.26819079,2065408.64923657,5038.6826171875
1130,3659525.88330228,2065508.24285583,5110.90283203125
1131,3659534.44985272,2065607.50777987,5184.04541015625
1132,3659543.04158501,2065706.77015332,5258.072265625
1133,3659551.61073558,2065806.14627689,5332.947265625
1134,3659560.21109321,2065905.40792555,5408.6337890625
1135,3659568.76985391,2066004.67402549,5485.10009765625
1136,3659577.34777058,2066104.04949957,5562.3125
1137,3659585.94019813,2066203.312249,5640.24169921875
1138,3659594.50772427,2066302.57769919,5718.85693359375
1139,3659603.09208309,2066401.8414741,5798.130859375
1140,3659611.71323706,2066501.65794737,5878.03759765625
1141,3659620.2811821,2066600.92362329,5958.55029296875
1142,3659628.87430532,2066700.18674881,6039.64599609375
1143,3659637.43418285,2066799.45345006,6121.30078125
1144,3659646.01089209,2066898.7184761,6158.00732421875
1145,3659654.59608643,2066997.98270208,6192.095703125
1146,3659663.15638253,2067097.24962853,6227.603515625
1147,3659671.75854649,2067196.51225445,6264.50732421875
1148,3659680.31912142,2067295.77933101,6302.78125
1149,3659688.89652686,2067395.04473241,6342.4013671875
1150,3659697.546444,2067494.97038629,6383.341796875
1151,3659706.11578348,2067594.23681339,6425.578125
1152,3659714.68526244,2067693.50331551,6469.08447265625
1153,3659723.28224228,2067792.87831819,6513.76416015625
1154,3659731.8520001,2067892.14497044,6559.58251953125
1155,3659740.4218974,2067991.4116977,6606.59716796875
1156,3659749.01929527,2068090.78692581,6654.7822265625
1157,3659757.59781583,2068190.05292814,6704.1123046875
1158,3659766.18481992,2068289.31813045,6754.56298828125
1159,3659774.77661956,2068388.80551016,6806.109375
1160,3659783.36855923,2068488.29296519,6858.4912109375
1161,3659791.97499798,2068587.66769419,6910.88427734375
1162,3659800.54587149,2068686.93494689,6963.70068359375
1163,3659809.11688449,2068786.20227456,7015.70556640625
1164,3659817.70472407,2068885.46792724,7068.3466796875
1165,3659826.28668906,2068984.84558151,7120.57080078125
1166,3659834.85812038,2069084.11313411,7173.0185546875
1167,3659843.45472076,2069183.37813681,7225.4775390625
1168,3659852.03710437,2069282.75601624,7278.54736328125
1169,3659860.60895391,2069382.02379374,7332.4111328125
1170,3659869.2509984,2069481.84078186,7387.23583984375
1171,3659877.82312734,2069581.10870962,7442.85693359375
1172,3659886.40373834,2069680.37583738,7499.34130859375
1173,3659894.96780365,2069779.64478983,7556.7275390625
1174,3659903.56537804,2069878.91031762,7614.9931640625
1175,3659912.13806452,2069978.17854497,7674.12060546875
1176,3659920.71089048,2070077.44684721,7734.0888671875
1177,3659929.30053987,2070176.71347459,7794.8779296875
1178,3659937.87364454,2070275.98192657,7856.47021484375
1179,3659946.44688869,2070375.25045342,7918.8466796875
1180,3659955.09033227,2070475.06819523,7981.9873046875
1181,3659963.6745313,2070574.44705025,8045.87646484375
1182,3659972.24819446,2070673.71580216,8110.4951171875
1183,3659980.8219971,2070772.9846289,8175.82568359375
1184,3659989.41262146,2070872.25178087,8241.8515625
1185,3659162.48413679,2060134.33472832,2867.33764648438
1186,3659171.092698,2060234.03548568,2855.2802734375
1187,3659179.65876097,2060333.29564145,2846.68676757812
1188,3659188.2523308,2060432.66429111,2841.58837890625
1189,3659196.81031835,2060531.92547351,2840.00439453125
1190,3659205.40647284,2060631.40531969,2841.9404296875
1191,3659213.98144648,2060730.66490213,2847.38916015625
1192,3659222.53985225,2060829.92631112,2856.33056640625
1193,3659231.12345743,2060929.18516899,2868.732421875
1194,3659239.69049498,2061028.44585337,2884.54931640625
1195,3659591.47073153,2065101.49438407,4755.767578125
1196,3659600.06031572,2065200.75648441,4826.0048828125
1197,3659608.62499478,2065300.02128541,4897.27734375
1198,3659617.19816114,2065399.28528644,4969.5400390625
1199,3659625.77146673,2065498.54936266,5042.74951171875
1200,3659634.35325914,2065597.81263892,5116.86669921875
1201,3659642.92684306,2065697.07686549,5191.8515625
1202,3659651.50891355,2065796.34029211,5267.66796875
1203,3659660.07442858,2065895.6055441,5344.27978515625
1204,3659668.65677728,2065994.86912104,5421.6533203125
1205,3659677.28657693,2066094.79556951,5499.7568359375
1206,3659685.87755152,2066194.05842219,5578.5595703125
1207,3659694.44362464,2066293.32397521,5658.03173828125
1208,3659703.03719852,2066392.69802787,5738.146484375
1209,3659711.61189697,2066491.96285617,5818.87646484375
1210,3659720.195081,2066591.22688454,5900.197265625
1211,3659728.77238001,2066690.60291296,5982.083984375
1212,3659737.33915013,2066789.86884168,6030.67578125
1213,3659745.94408925,2066889.35344555,6063.8310546875
1214,3659754.51113834,2066988.6195246,6098.44677734375
1215,3659763.12470226,2067088.10340417,6134.49658203125
1216,3659771.70269937,2067187.47980884,6171.95703125
1217,3659780.28685794,2067286.7443634,6210.80078125
1218,3659788.8544647,2067386.01074297,6251.00390625
1219,3659797.44957107,2067485.38562321,6292.5390625
1220,3659806.01745665,2067584.65215296,6335.380859375
1221,3659814.5854817,2067683.91875774,6379.50244140625
1222,3659823.17868095,2067783.18281274,6424.7275390625
1223,3659831.75765471,2067882.55974347,6471.1767578125
1224,3659840.34278726,2067981.82482357,6518.82861328125
1225,3659848.96472179,2068081.64260883,6567.6572265625
1226,3659857.55013323,2068180.9078394,6617.63720703125
1227,3659866.12733935,2068280.1740199,6668.74267578125
1228,3659874.6963405,2068379.44115027,6720.94677734375
1229,3659883.27382518,2068478.70748076,6773.396484375
1230,3659891.85144908,2068577.97388622,6825.85693359375
1231,3659900.44589983,2068677.23861697,6878.1630859375
1232,3659909.01545824,2068776.50604727,6930.81005859375
1233,3659917.5851561,2068875.77355251,6982.9453125
1234,3659926.17168033,2068975.03938305,7035.353515625
1235,3659934.79501587,2069074.85792274,7087.77294921875
1236,3659943.39249092,2069174.23408062,7140.67578125
1237,3659951.96274698,2069273.50188617,7194.181640625
1238,3659960.5331425,2069372.76976664,7248.67236328125
1239,3659969.13103551,2069472.1461497,7304.04833984375
1240,3659977.71005257,2069571.41330533,7360.2392578125
1241,3659986.29755144,2069670.6796611,7417.35302734375
1242,3659994.86850434,2069769.94784133,7475.3681640625
1243,3660003.4502696,2069869.32627404,7534.26318359375
1244,3660012.04652825,2069968.5919799,7594.01904296875
1245,3660020.66059203,2070068.3010959,7654.61474609375
1246,3660029.23210309,2070167.56957612,7716.0302734375
1247,3660037.82043735,2070266.83638177,7778.2470703125
1248,3660046.40290068,2070366.21518974,7841.2451171875
1249,3660054.99151327,2070465.48214523,7905.005859375
1250,3660063.57192333,2070564.75005031,7969.51220703125
1251,3660072.15480523,2070664.12908319,8034.7451171875
1252,3660080.73549398,2070763.39713806,8100.6865234375
1253,3660089.31632194,2070862.66526777,8167.3203125
1254,3659245.27317986,2059926.56744646,2803.85888671875
1255,3659253.85408302,2060025.8257271,2784.353515625
1256,3659262.43742837,2060125.19512816,2768.3251953125
1257,3659270.99354674,2060224.45618632,2755.83471679688
1258,3659279.57486672,2060323.71469363,2746.93017578125
1259,3659288.14797151,2060422.97415192,2741.646484375
1260,3659296.70681215,2060522.34648173,2740.00463867188
1261,3659305.29690276,2060621.60434024,2742.01123046875
1262,3659313.87042474,2060720.86402511,2747.658203125
1263,3659322.47001369,2060820.56621626,2756.92333984375
1264,3659331.04381441,2060919.82605241,2769.77001953125
1265,3659339.6177541,2061019.08596405,2786.14868164062
1266,3659691.38156986,2065091.80031481,4684.583984375
1267,3659699.94465642,2065191.06514307,4755.873046875
1268,3659708.54359129,2065290.43759529,4828.18017578125
1269,3659717.10695653,2065389.70257402,4901.46142578125
1270,3659725.70848711,2065489.18622589,4975.67333984375
1271,3659734.27213129,2065588.45135512,5050.77490234375
1272,3659742.88460636,2065688.04533204,5126.7265625
1273,3659751.48191906,2065787.30711195,5203.49169921875
1274,3659760.03763404,2065886.5733419,5281.03466796875
1275,3659768.61853008,2065985.8370221,5359.3212890625
1276,3659777.20188412,2066085.2118269,5438.3203125
1277,3659785.78305834,2066184.47565751,5518
1278,3659794.34767803,2066283.74131311,5598.33251953125
1279,3659802.92913042,2066383.00529399,5679.2890625
1280,3659811.50469536,2066482.38127466,5760.84423828125
1281,3659820.09477245,2066581.64453098,5842.97265625
1282,3659828.71328382,2066681.46136216,5903.986328125
1283,3659837.28694712,2066780.72651893,5936.16455078125
1284,3659845.86074963,2066879.99175078,5969.8447265625
1285,3659854.45138314,2066979.255308,6005.001953125
1286,3659863.01711804,2067078.52156491,6041.6103515625
1287,3659871.5996837,2067177.78614719,6079.642578125
1288,3659880.16569726,2067277.05255423,6119.07275390625
1289,3659888.74854109,2067376.31728666,6159.8740234375
1290,3659897.3148333,2067475.58384382,6202.01953125
1291,3659905.91464563,2067574.84697675,6245.482421875
1292,3659914.53688072,2067674.77561394,6290.1611328125
1293,3659923.12028159,2067774.04064713,6336.01806640625
1294,3659931.69547662,2067873.30663016,6383.1123046875
1295,3659940.27915554,2067972.57181343,6431.4169921875
1296,3659948.8569531,2068071.94899749,6480.904296875
1297,3659957.44091032,2068171.21433091,6531.54833984375
1298,3659966.00831787,2068270.48148887,6583.3212890625
1299,3659974.60089745,2068369.74609757,6635.728515625
1300,3659983.17925288,2068469.12358206,6688.1484375
1301,3659991.7554225,2068568.39009035,6740.78076171875
1302,3660000.37440985,2068668.09738042,6793.02001953125
1303,3660008.95920213,2068767.36316429,6845.474609375
1304,3660017.5381161,2068866.74094945,6897.83984375
1305,3660026.13153015,2068966.00600867,6950.2177734375
1306,3660034.70005288,2069065.27376696,7002.89453125
1307,3660043.28540151,2069164.53985082,7056.0791015625
1308,3660051.86487335,2069263.9179362,7110.2216796875
1309,3660060.45884325,2069363.1832954,7165.341796875
1310,3660069.0279233,2069462.45135353,7221.2275390625
1311,3660077.65282531,2069562.38142599,7278.0576171875
1312,3660086.25555565,2069661.64613589,7335.81103515625
1313,3660094.816712,2069760.9152939,7394.4658203125
1314,3660103.41137752,2069860.18102833,7454.0009765625
1315,3660111.98115501,2069959.44946151,7514.39453125
1316,3660120.5677562,2070058.71622039,7575.626953125
1317,3660129.13781233,2070157.98480336,7637.67822265625
1318,3660137.72469168,2070257.25171203,7700.52734375
1319,3660146.29502646,2070356.52044476,7764.15625
1320,3660154.86550068,2070455.78925234,7828.54541015625
1321,3660163.4611389,2070555.0555111,7893.67626953125
1322,3660172.09359501,2070654.8744858,7959.53076171875
1323,3660180.67282904,2070754.14264384,8026.08984375
1324,3660189.25453379,2070853.52192982,8093.337890625
1325,3659336.6029839,2059817.50815037,2729.94970703125
1326,3659345.17394213,2059916.76733333,2706.2197265625
1327,3659353.76635133,2060016.24693072,2686.00537109375
1328,3659362.32923344,2060115.50714024,2669.38671875
1329,3659370.90060895,2060214.76654996,2656.43090820312
1330,3659379.48277983,2060314.13620491,2647.19189453125
1331,3659388.10541358,2060413.83556962,2641.70874023438
1332,3659396.65214507,2060513.09783219,2640.0048828125
1333,3659405.24078474,2060612.35579381,2642.08715820312
1334,3659413.81515913,2060711.72662682,2647.947265625
1335,3659422.3957228,2060810.98561482,2657.56005859375
1336,3659430.97267967,2060910.46764452,2670.884765625
1337,3659439.5451682,2061009.72765891,2687.8662109375
1338,3659448.12614878,2061108.98687353,2708.43603515625
1339,3659791.28653965,2065082.21975417,4614.46875
1340,3659799.8481732,2065181.48468494,4686.82470703125
1341,3659808.47995878,2065281.2988109,4760.18115234375
1342,3659817.06691524,2065380.56126784,4834.4931640625
1343,3659825.62896718,2065479.8264246,4909.71728515625
1344,3659834.2078538,2065579.08990682,4985.8125
1345,3659842.79522686,2065678.35258937,5062.73876953125
1346,3659851.35769651,2065777.61797164,5140.45947265625
1347,3659859.93700009,2065876.8816794,5218.939453125
1348,3659868.49974836,2065976.14721198,5298.1435546875
1349,3659877.0876771,2066075.41019525,5378.041015625
1350,3659885.72072049,2066175.22500208,5458.60107421875
1351,3659894.29455186,2066274.6009353,5539.794921875
1352,3659902.87455138,2066373.86501934,5621.59423828125
1353,3659911.43799681,2066473.13092808,5703.974609375
1354,3659920.02662087,2066572.39428762,5776.7509765625
1355,3659928.61770261,2066671.7687722,5809.13525390625
1356,3659937.18156587,2066771.03490635,5841.8359375
1357,3659945.77060667,2066870.29849136,5876.05712890625
1358,3659954.33474843,2066969.5647757,5911.77197265625
1359,3659962.92638702,2067068.93956114,5948.9541015625
1360,3659971.52883078,2067168.42459741,5987.57421875
1361,3659980.11472294,2067267.91145852,6027.607421875
1362,3659988.70445891,2067367.17541947,6069.02392578125
1363,3659997.27996404,2067466.5522554,6111.79638671875
1364,3660005.86163274,2067565.81724127,6155.8955078125
1365,3660014.42675027,2067665.08405157,6201.138671875
1366,3660023.01704204,2067764.34831289,6247.6494140625
1367,3660031.60979462,2067863.7237001,6295.4052734375
1368,3660040.18367466,2067962.98986093,6344.37744140625
1369,3660048.76603847,2068062.25522215,6394.53857421875
1370,3660057.3958563,2068162.18346614,6445.861328125
1371,3660065.97849907,2068261.44897792,6498.22265625
1372,3660074.54459236,2068360.71631396,6550.59765625
1373,3660083.12751326,2068459.98197577,6603.28125
1374,3660091.69388518,2068559.24946178,6655.38330078125
1375,3660100.27708421,2068658.51527359,6708.16845703125
1376,3660108.87710963,2068757.77941124,6760.2158203125
1377,3660117.43555551,2068857.04799678,6812.650390625
1378,3660126.02751497,2068956.31315901,6865.0947265625
1379,3660134.59458306,2069055.5810199,6918.1103515625
1380,3660143.2318206,2069155.39809291,6971.89013671875
1381,3660151.799168,2069254.66610412,7026.681640625
1382,3660160.3916838,2069353.93156666,7082.310546875
1383,3660168.96997882,2069453.30990525,7138.8466796875
1384,3660177.55442977,2069552.57639232,7196.3271484375
1385,3660186.12233441,2069651.84470333,7254.7314453125
1386,3660194.70706349,2069751.11134026,7314.0361328125
1387,3660203.28591643,2069850.48997895,7374.220703125
1388,3660211.87926603,2069949.75589132,7435.2626953125
1389,3660220.44772792,2070049.02450204,7497.14111328125
1390,3660229.06502354,2070148.62197303,7559.83642578125
1391,3660237.63376445,2070247.89073378,7623.32763671875
1392,3660246.22767011,2070347.15694607,7687.595703125
1393,3660254.80968887,2070446.64708772,7752.6201171875
1394,3660263.41221422,2070545.91257554,7818.3837890625
1395,3660271.98384175,2070645.29268889,7884.8671875
1396,3660280.57830347,2070744.55920099,7952.05126953125
1397,3660289.14788038,2070843.82841118,8019.9208984375
1398,3659419.40102947,2059609.63272642,2693.06982421875
1399,3659427.97025894,2059708.89186097,2661.50830078125
1400,3659436.53962735,2059808.15107106,2633.36767578125
1401,3659445.11748928,2059907.4094815,2608.75927734375
1402,3659453.69403532,2060007.00197705,2587.78369140625
1403,3659462.29118441,2060106.3698333,2570.53002929688
1404,3659470.85275495,2060205.63022108,2557.07348632812
1405,3659479.43117284,2060304.88893403,2547.47412109375
1406,3659488.00137547,2060404.14859767,2541.77587890625
1407,3659496.56566445,2060503.52025716,2540.0048828125
1408,3659505.14449906,2060602.77919675,2542.16943359375
1409,3659513.71511878,2060702.03908698,2548.25927734375
1410,3659522.29653294,2060801.40922299,2558.24658203125
1411,3659530.87578404,2060900.66838918,2572.0859375
1412,3659539.47273725,2061000.37093794,2589.71533203125
1413,3659548.04391355,2061099.63113055,2611.05834960938
1414,3659891.21530706,2065072.97217481,4545.47314453125
1415,3659899.80888061,2065172.23370929,4618.90966796875
1416,3659908.37151433,2065271.60986685,4693.32763671875
1417,3659916.95701764,2065370.8724266,4768.681640625
1418,3659925.5343119,2065470.13593632,4844.927734375
1419,3659934.11174508,2065569.39952123,4922.0244140625
1420,3659942.68328444,2065668.77510519,4999.9326171875
1421,3659951.29066807,2065768.25831486,5078.6142578125
1422,3659959.88984367,2065867.74247477,5158.03515625
1423,3659968.45948625,2065967.00723553,5238.16015625
1424,3659977.04827785,2066066.38137152,5318.958984375
1425,3659985.6265457,2066165.645408,5400.400390625
1426,3659994.18825892,2066264.91126896,5482.4560546875
1427,3660002.76680488,2066364.17545573,5565.0986328125
1428,3660011.37284621,2066463.54814345,5648.302734375
1429,3660019.92663068,2066562.81510451,5682.78564453125
1430,3660028.50559369,2066662.07951677,5714.4599609375
1431,3660037.15702451,2066762.00418168,5747.69970703125
1432,3660045.71957399,2066861.27049393,5782.47802734375
1433,3660054.29895474,2066960.53513205,5818.76708984375
1434,3660062.88682023,2067059.79897068,5856.5390625
1435,3660071.44144167,2067159.06638278,5895.765625
1436,3660080.03793059,2067258.32949704,5936.4169921875
1437,3660088.59283074,2067357.59705926,5978.4658203125
1438,3660097.1729065,2067456.86207283,6021.880859375
1439,3660105.7614664,2067556.12628693,6066.5576171875
1440,3660114.32512975,2067655.39319975,6112.45654296875
1441,3660122.95894825,2067755.20931954,6159.63671875
1442,3660131.54792538,2067854.47375928,6208.0693359375
1443,3660140.10366235,2067953.74177216,6257.72509765625
1444,3660148.7119275,2068053.11566395,6308.5751953125
1445,3660157.28463226,2068152.38207794,6360.59130859375
1446,3660165.84913184,2068251.64944143,6413.025390625
1447,3660174.4388035,2068350.91425647,6465.4716796875
1448,3660183.01424767,2068450.29194677,6517.908203125
1449,3660191.59585323,2068549.55778641,6570.3974609375
1450,3660200.18594157,2068648.8228266,6622.65234375
1451,3660208.77479328,2068748.42197076,6675.04345703125
1452,3660217.37350351,2068847.68628677,6727.44580078125
1453,3660225.9306347,2068946.95504995,6780.28369140625
1454,3660234.54261296,2069046.44074499,6833.6845703125
1455,3660243.12505301,2069145.70703501,6888.1240234375
1456,3660251.70161297,2069245.08532627,6943.4951171875
1457,3660260.28433125,2069344.35176629,6999.7236328125
1458,3660268.87553135,2069443.61740689,7056.919921875
1459,3660277.43349907,2069542.88661997,7115.0634765625
1460,3660286.04398744,2069642.2617139,7174.12890625
1461,3660294.6449057,2069741.97178848,7234.0947265625
1462,3660303.25799819,2069841.45808524,7294.9384765625
1463,3660311.82486669,2069940.7267242,7356.63818359375
